,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
1990-03-07,,,0.0000,9.4400,8.5200,11.5700,1017.9000,92.0700,7.4700,38.0000,0.4653
1990-03-08,,,1.2000,7.8300,4.6200,9.4200,1016.1000,87.1100,5.3900,48.0000,0.5614
1990-03-09,,,3.3000,6.7600,5.2400,8.5700,1016.6000,78.2150,9.6600,82.0000,0.9279
1990-03-10,,,1.5000,8.3900,4.4100,11.3200,1023.7000,92.2438,6.9100,44.0000,0.5213
1990-03-11,,,0.0000,9.8000,7.8000,12.4200,1022.9000,90.5100,8.5200,109.0000,1.3452
1990-03-12,,,0.0000,6.1700,0.0400,10.2200,1024.9000,85.1950,4.9600,117.0000,1.2942
1990-03-13,,,0.0000,4.9400,-1.1600,9.4700,1025.6000,90.0850,2.9200,91.0000,0.9664
1990-03-14,,,0.0000,8.0300,3.3500,12.2300,1029.3000,88.1950,3.9100,121.0000,1.4148
1990-03-15,,,0.0000,7.4700,2.5400,13.6000,1034.3000,81.9800,3.9800,152.0000,1.7432
1990-03-16,,,0.0000,8.3100,2.0400,15.9400,1033.4000,77.8350,3.2900,160.0000,1.8828
1990-03-17,,,0.0000,10.5800,2.3600,18.9400,1031.5000,77.1350,2.6900,162.0000,2.0349
1990-03-18,,,0.0000,12.2300,2.7200,20.7100,1029.6000,62.4600,3.0800,166.0000,2.1791
1990-03-19,,,3.7000,12.1600,8.5100,15.1600,1025.3000,78.3250,6.0700,73.0000,0.9583
1990-03-20,,,0.0000,8.7900,4.7700,12.0900,1021.5000,84.5150,3.9000,130.0000,1.5600
1990-03-21,,,0.0000,11.6500,8.4600,13.4700,1014.9000,89.4500,6.9600,45.0000,0.5856
1990-03-22,,,0.0000,9.1700,5.3100,12.1100,1017.0000,78.7250,6.3300,88.0000,1.0698
1990-03-23,,,0.0000,8.1800,4.7200,11.5100,1019.7000,77.1600,7.2200,115.0000,1.3567
1990-03-24,,,7.8000,7.3900,3.5700,10.5600,1013.4000,84.4450,7.3300,31.0000,0.3582
1990-03-25,,,7.3000,5.1000,1.7200,8.9100,1017.1000,84.9800,6.4200,114.0000,1.2225
1990-03-26,,,0.0000,6.3800,1.4100,11.1100,1023.4000,84.4400,5.5300,128.0000,1.4264
1990-03-27,,,0.0000,3.6400,-0.1900,8.4000,1026.4000,86.5200,2.8600,147.0000,1.4924
1990-03-28,,,0.0000,4.4100,-1.2700,9.0500,1026.5000,81.1700,2.9800,144.0000,1.5014
1990-03-29,,,0.0000,5.2000,-0.6600,10.5800,1032.1000,81.5700,2.5600,178.0000,1.9006
1990-03-30,,,0.0000,7.9400,3.0500,14.0800,1035.5000,84.4050,2.7900,156.0000,1.8138
1990-03-31,,,0.0000,10.3400,2.3200,17.8700,1035.5000,86.2450,2.3500,176.0000,2.1925
1990-04-01,,,0.0000,11.6800,4.4100,19.8100,1021.2000,77.0200,2.6300,202.0000,2.6237
1990-04-02,,,2.8000,12.6600,6.4100,19.8300,1002.9000,68.7800,5.1700,180.0000,2.4146
1990-04-03,,,2.9000,6.4300,1.9100,9.9300,999.3000,80.6900,6.6600,118.0000,1.3329
1990-04-04,,,1.6000,3.2800,-1.1000,7.5800,1012.7000,81.2750,4.9700,158.0000,1.5955
1990-04-05,,,0.0000,2.5600,-2.5100,7.7700,1019.8000,80.4900,2.1000,183.0000,1.7938
1990-04-06,,,0.0000,4.1800,-4.1800,10.7800,1016.9000,68.6250,3.2600,216.0000,2.2457
1990-04-07,,,0.0000,5.5600,-0.5700,11.0900,1017.6000,68.2850,4.8600,207.0000,2.2532
1990-04-08,,,0.0000,4.8900,0.9400,9.5500,1024.7001,63.7000,5.4000,218.0000,2.3124
1990-04-09,,,0.0000,2.4800,-2.9500,8.7800,1020.2000,62.4200,3.0500,237.0000,2.3158
1990-04-10,,,7.0000,5.3500,-4.3100,11.6700,1008.8000,83.9300,5.2100,136.0000,1.4769
1990-04-11,,,0.0000,7.6900,4.8200,10.9500,1009.9000,82.2100,5.7400,177.0000,2.0675
1990-04-12,,,1.2000,8.8000,4.8200,12.2400,1014.5000,93.5750,3.0600,91.0000,1.0958
1990-04-13,,,1.5000,10.2600,5.9100,15.2700,1009.0000,83.0850,3.9600,100.0000,1.2576
1990-04-14,,,12.4000,8.2000,5.5300,11.6100,1006.8000,78.3800,4.7700,118.0000,1.4014
1990-04-15,,,5.6000,6.3800,3.8000,9.6800,1001.7000,86.8000,6.6200,113.0000,1.2729
1990-04-16,,,2.7000,6.3400,3.2700,10.1900,1011.8000,80.9100,4.9800,155.0000,1.7351
1990-04-17,,,1.9000,4.7100,1.0100,8.7600,1014.2000,84.7100,3.9300,157.0000,1.6644
1990-04-18,,,1.4000,5.8300,0.6800,11.8900,1016.6000,81.2200,3.9700,191.0000,2.0984
1990-04-19,,,0.0000,6.5900,0.5700,12.4100,1011.9000,80.2100,4.2400,129.0000,1.4554
1990-04-20,,,2.9000,8.3200,4.4500,12.8500,1013.1000,92.1895,5.2200,103.0000,1.2240
1990-04-21,,,0.0000,12.1000,5.6700,17.6100,1012.8000,83.2250,5.1200,223.0000,2.9380
1990-04-22,,,0.0000,12.0000,7.3600,18.1300,1012.9000,80.8400,4.6300,229.0000,3.0093
1990-04-23,,,0.0000,11.6100,6.3800,16.9400,1014.3000,79.6650,5.3000,222.0000,2.8867
1990-04-24,,,0.0000,10.8200,4.7500,16.1700,1015.7000,76.7600,4.6300,203.0000,2.5840
1990-04-25,,,0.0000,11.6800,5.0800,17.0700,1019.4000,72.5200,4.1200,225.0000,2.9247
1990-04-26,,,7.1000,10.6600,1.8600,17.2300,1017.0000,79.7600,4.6300,184.0000,2.3308
1990-04-27,,,0.0000,7.3100,2.9100,10.6300,1020.5000,79.4250,5.7900,205.0000,2.3551
1990-04-28,,,0.0000,7.6500,1.0500,11.9800,1028.5000,74.6400,3.4100,193.0000,2.2317
1990-04-29,,,0.0000,11.8600,7.0200,18.3900,1028.6000,82.0100,3.3200,150.0000,1.9513
1990-04-30,,,0.0000,12.0400,4.4200,20.0500,1030.7001,85.9350,2.3600,248.0000,3.2383
1990-05-01,,,0.0000,12.6100,3.9700,20.0400,1033.9000,81.5300,3.1400,282.0000,3.7309
1990-05-02,,,0.0000,17.7400,7.5400,25.4200,1035.0000,66.8900,3.5900,279.0000,4.1427
1990-05-03,,,0.0000,17.6100,10.9900,24.3100,1032.7001,58.5100,3.8300,290.0000,4.2981
1990-05-04,,,0.0000,17.9600,9.0100,24.9900,1027.6000,61.8700,3.3900,288.0000,4.3061
1990-05-05,,,0.0000,18.7100,9.6600,27.0300,1021.5000,62.1350,1.9200,285.0000,4.3332
1990-05-06,,,0.0000,19.2800,8.4200,28.0200,1016.3000,59.6550,2.1400,278.0000,4.2801
1990-05-07,,,0.0000,15.8700,7.6900,23.4500,1014.0000,75.2450,3.0500,252.0000,3.6247
1990-05-08,,,0.0000,14.0500,7.4300,21.3200,1017.9000,81.2250,2.0300,237.0000,3.2674
1990-05-09,,,4.5000,14.1300,7.5600,22.9200,1015.1000,85.5100,2.5300,188.0000,2.5995
1990-05-10,,,7.3000,12.7100,8.3800,17.6400,1012.8000,86.6800,2.0700,173.0000,2.3142
1990-05-11,,,9.1000,9.7200,6.5500,13.1100,1009.7000,87.6500,3.7600,201.0000,2.4897
1990-05-12,,,2.6000,9.7500,7.6600,13.5300,1009.3000,93.0889,2.5200,134.0000,1.6615
1990-05-13,,,1.6000,10.4100,5.8300,14.2300,1011.2000,92.0667,2.8800,115.0000,1.4507
1990-05-14,,,0.0000,10.3600,5.9600,14.1000,1015.1000,89.0500,4.1500,90.0000,1.1318
1990-05-15,,,1.0000,13.3100,3.7000,19.3300,1017.2000,78.1000,2.3200,237.0000,3.2114
1990-05-16,,,0.0000,13.8600,9.4500,19.2200,1016.4000,81.9400,4.7400,247.0000,3.3921
1990-05-17,,,0.0000,11.2600,7.8600,16.1800,1018.7000,81.7850,3.9600,186.0000,2.3922
1990-05-18,,,0.0000,10.4400,7.7200,12.5800,1023.7000,74.7850,2.5700,145.0000,1.8206
1990-05-19,,,0.0000,11.3400,7.6900,16.5600,1025.0000,69.3050,2.8400,238.0000,3.0592
1990-05-20,,,0.0000,14.8400,8.0500,21.4100,1020.8000,62.1100,3.4700,259.0000,3.6322
1990-05-21,,,0.0000,12.9700,6.9500,20.0400,1017.6000,72.2550,4.2600,265.0000,3.5607
1990-05-22,,,0.0000,10.5900,3.6500,16.5600,1019.3000,72.1650,3.0100,257.0000,3.2462
1990-05-23,,,0.0000,11.0900,1.8500,18.7200,1018.4000,75.7250,2.1100,311.0000,3.9825
1990-05-24,,,0.0000,10.8000,3.5600,17.7200,1019.2000,75.3850,3.6100,278.0000,3.5314
1990-05-25,,,0.0000,9.1300,2.9800,14.2700,1023.9000,73.2050,4.1000,261.0000,3.1593
1990-05-26,,,0.0000,8.5200,1.5000,14.5300,1028.2001,72.0850,2.8200,220.0000,2.6112
1990-05-27,,,0.0000,9.4800,0.1700,16.6100,1027.9000,75.4450,3.5500,264.0000,3.2218
1990-05-28,,,0.0000,9.3300,2.5000,14.7200,1029.3000,75.1300,3.6300,255.0000,3.0968
1990-05-29,,,0.0000,10.8000,0.0700,18.1600,1026.8000,67.1250,2.0700,312.0000,3.9504
1990-05-30,,,0.0000,13.8700,5.0200,20.5000,1021.3000,66.2150,1.5700,224.0000,3.0711
1990-05-31,,,0.0000,14.8300,8.5300,20.7200,1020.5000,78.4800,2.3500,233.0000,3.2672
1990-06-01,,,4.3000,17.9000,7.5600,24.4300,1014.4000,68.5400,2.1700,255.0000,3.8251
1990-06-02,,,1.7000,13.9600,10.1100,18.0700,1004.6000,85.3600,5.3700,165.0000,2.2818
1990-06-03,,,12.0000,13.2700,10.3400,16.2700,1003.9000,92.3250,4.2100,131.0000,1.7828
1990-06-04,,,7.5000,11.9100,8.6900,13.8100,1002.6000,93.3286,5.6500,114.0000,1.5011
1990-06-05,,,0.0000,13.6500,6.9900,19.2800,1011.1000,81.6250,2.4800,212.0000,2.9030
1990-06-06,,,2.7000,14.6600,10.7600,18.7900,1010.0000,83.0950,3.1900,163.0000,2.2859
1990-06-07,,,3.2000,13.0800,9.7100,17.8300,1005.4000,88.8200,2.7800,121.0000,1.6382
1990-06-08,,,0.0000,11.1000,6.4100,17.5900,1006.7000,88.1800,1.5700,134.0000,1.7250
1990-06-09,,,0.0000,12.2300,5.7300,17.7200,1010.6000,83.3450,2.4400,130.0000,1.7199
1990-06-10,,,0.0000,13.1200,11.0500,15.3100,1014.1000,88.9450,4.4100,131.0000,1.7691
1990-06-11,,,0.0000,11.6800,10.4200,13.7300,1018.4000,89.9750,3.0100,98.0000,1.2744
1990-06-12,,,0.0000,11.8500,9.6100,13.9300,1018.9000,88.7450,1.8500,92.0000,1.2014
1990-06-13,,,0.0000,12.4100,9.1200,16.3300,1019.9000,85.8100,2.3500,125.0000,1.6549
1990-06-14,,,0.0000,12.2700,10.0700,14.9900,1019.9000,82.4400,2.0100,118.0000,1.5567
1990-06-15,,,0.0000,12.2500,9.9100,14.5300,1020.6000,81.3100,1.2600,100.0000,1.3182
1990-06-16,,,0.0000,12.2900,6.4400,15.8000,1019.4000,79.1300,1.8000,158.0000,2.0859
1990-06-17,,,0.0000,13.5400,6.3200,19.9600,1014.8000,78.4700,1.5100,236.0000,3.2185
1990-06-18,,,0.0000,16.7200,9.7300,21.8900,1011.2000,73.7250,2.5300,209.0000,3.0641
1990-06-19,,,7.5000,16.9600,14.1900,22.3100,1011.5000,87.1450,3.1300,136.0000,2.0036
1990-06-20,,,0.5000,16.5300,13.5900,20.4200,1011.3000,88.8250,2.0400,112.0000,1.6354
1990-06-21,,,4.3000,15.4300,11.5300,19.7200,1006.3000,74.8150,5.1500,255.0000,3.6432
1990-06-22,,,2.9000,13.7800,12.1400,16.6300,1001.0000,88.4500,5.7000,157.0000,2.1651
1990-06-23,,,2.2000,14.6800,11.2900,18.9300,1011.6000,81.7300,5.2000,217.0000,3.0427
1990-06-24,,,1.3000,15.8400,9.3700,21.0000,1020.0000,77.4250,3.7100,269.0000,3.8583
1990-06-25,,,0.0000,16.0500,13.9200,18.8100,1021.6000,93.5583,4.1800,88.0000,1.2672
1990-06-26,,,2.3000,19.1200,12.2000,24.9500,1019.9000,84.4100,2.1100,233.0000,3.5723
1990-06-27,,,6.0000,19.7700,16.4600,24.8100,1012.1000,87.0800,2.1400,144.0000,2.2402
1990-06-28,,,0.0000,16.2500,8.9400,20.3800,1015.1000,83.7550,4.5200,207.0000,3.0007
1990-06-29,,,0.0000,16.3700,7.2400,21.7700,1017.9000,77.4900,2.6200,234.0000,3.3973
1990-06-30,,,5.1000,18.0200,12.4000,24.3600,1010.8000,88.2150,3.3200,173.0000,2.6044
1990-07-01,,,8.0000,15.1700,12.3300,18.6400,1006.6000,87.0350,6.1600,212.0000,3.0112
1990-07-02,,,3.2000,13.2700,8.8300,16.8300,1010.5000,80.3350,5.6000,218.0000,2.9589
1990-07-03,,,0.0000,12.4200,6.4300,18.1600,1014.4000,79.3750,1.5500,261.0000,3.4641
1990-07-04,,,0.0000,13.7600,5.6800,18.7800,1011.5000,76.1600,3.8400,220.0000,3.0199
1990-07-05,,,7.0000,14.0000,12.1400,17.8000,997.7000,87.1000,6.6200,146.0000,2.0263
1990-07-06,,,2.4000,11.7800,8.8600,14.2000,1011.4000,88.2350,7.5900,125.0000,1.6345
1990-07-07,,,1.2000,12.9500,7.4700,15.6100,1016.4000,93.0600,3.6600,126.0000,1.6930
1990-07-08,,,0.0000,16.4400,15.0300,18.3700,1011.2000,87.6650,4.9900,81.0000,1.1806
1990-07-09,,,5.1000,14.7100,10.9600,17.5700,1010.9000,82.2700,6.1900,156.0000,2.1895
1990-07-10,,,1.9000,13.2300,10.3400,17.0800,1018.6000,88.1850,5.9100,189.0000,2.5546
1990-07-11,,,0.0000,15.5900,8.1600,20.1800,1027.2001,79.5550,4.7500,280.0000,3.9837
1990-07-12,,,0.0000,16.4100,10.1400,21.7600,1026.0000,81.3900,2.9700,290.0000,4.2018
1990-07-13,,,0.0000,13.5100,7.5500,19.0300,1024.7001,76.5650,2.7900,277.0000,3.7603
1990-07-14,,,0.0000,14.0400,4.6700,21.0900,1022.6000,76.5200,2.5800,313.0000,4.3063
1990-07-15,,,0.0000,17.2100,8.4700,24.7400,1020.8000,69.5550,1.8500,302.0000,4.4576
1990-07-16,,,0.0000,17.0700,10.5300,22.9400,1020.5000,77.7450,3.0700,204.0000,3.0028
1990-07-17,,,0.0000,14.2300,13.2600,16.7300,1024.3000,89.1200,4.9800,150.0000,2.0716
1990-07-18,,,0.0000,14.0100,11.9700,17.2400,1025.6000,84.2000,4.2700,126.0000,1.7303
1990-07-19,,,0.0000,16.1900,11.2700,21.7800,1023.2000,77.3200,3.4500,239.0000,3.4501
1990-07-20,,,0.0000,18.9100,10.0400,26.1300,1022.6000,76.2550,2.7200,285.0000,4.3483
1990-07-21,,,0.0000,15.9200,10.2000,21.8100,1024.8000,83.5150,2.9900,264.0000,3.7866
1990-07-22,,,0.0000,14.0900,8.5000,18.6000,1026.5000,77.8050,3.3200,276.0000,3.7960
1990-07-23,,,0.0000,13.8100,8.1500,18.7600,1024.5000,79.0150,4.1600,232.0000,3.1723
1990-07-24,,,0.0000,13.8300,11.9600,15.7400,1023.3000,78.4200,3.0700,112.0000,1.5329
1990-07-25,,,0.0000,14.4600,10.9000,17.6900,1022.5000,80.9800,1.7400,133.0000,1.8479
1990-07-26,,,0.0000,17.8200,9.9900,24.5500,1019.5000,82.2000,3.0300,250.0000,3.7377
1990-07-27,,,0.0000,20.3800,12.5800,27.1100,1017.0000,67.2650,3.4900,267.0000,4.1935
1990-07-28,,,11.8000,21.3700,14.8200,27.1500,1016.2000,70.8250,2.7600,216.0000,3.4527
1990-07-29,,,0.0000,18.3600,13.5100,23.6400,1021.1000,85.1750,1.5000,184.0000,2.7790
1990-07-30,,,0.0000,19.6900,11.2700,26.8400,1022.7000,74.1750,2.1300,278.0000,4.3041
1990-07-31,,,0.0000,20.8400,14.7100,26.4800,1024.9000,81.5300,2.2800,255.0000,4.0282
1990-08-01,,,0.0000,19.3500,13.0900,25.7600,1027.7001,78.1500,2.5000,276.0000,4.2393
1990-08-02,,,0.0000,20.6200,11.2900,29.3800,1026.4000,67.6400,2.7700,283.0000,4.4510
1990-08-03,,,0.0000,23.1200,12.7000,32.8600,1023.8000,59.9000,2.1500,283.0000,4.6466
1990-08-04,,,0.0000,24.0100,12.7100,33.7300,1018.8000,64.3800,2.3400,261.0000,4.3514
1990-08-05,,,5.3000,16.8000,10.5900,22.4700,1016.4000,83.2300,3.3900,169.0000,2.4772
1990-08-06,,,1.3000,13.5300,9.1900,18.1800,1016.8000,84.0000,3.5400,189.0000,2.5749
1990-08-07,,,0.0000,13.7300,6.6500,20.3300,1022.8000,81.8450,2.2900,223.0000,3.0455
1990-08-08,,,0.0000,14.7400,5.6500,20.4100,1024.2001,81.9100,3.3700,141.0000,1.9704
1990-08-09,,,0.0000,18.4400,13.9900,23.5500,1022.0000,84.8750,2.9300,128.0000,1.9356
1990-08-10,,,0.0000,17.1200,11.7700,21.3500,1021.0000,83.7250,3.6000,163.0000,2.4013
1990-08-11,,,0.0000,18.6100,11.0600,26.7700,1017.9000,78.8150,2.9800,202.0000,3.0689
1990-08-12,,,1.0000,19.2500,10.6600,27.7400,1014.5000,73.8800,2.1000,220.0000,3.3871
1990-08-13,,,0.0000,19.8500,12.0100,27.8900,1011.2000,74.6550,3.0000,229.0000,3.5688
1990-08-14,,,0.0000,17.5900,11.0600,24.3500,1011.9000,79.4350,2.8400,190.0000,2.8349
1990-08-15,,,3.5000,18.4600,11.2700,24.5200,1009.3000,81.1250,4.4800,162.0000,2.4611
1990-08-16,,,2.7000,16.9000,10.1900,20.7100,1008.1000,74.0100,5.9600,184.0000,2.7106
1990-08-17,,,17.1000,13.5700,9.8600,18.3600,1015.8000,83.3200,5.2600,177.0000,2.4147
1990-08-18,,,1.3000,12.4900,7.6500,16.1100,1017.1000,91.9526,2.2900,95.0000,1.2617
1990-08-19,,,25.3000,14.1500,4.5000,19.9100,1016.0000,87.0100,3.5300,180.0000,2.4892
1990-08-20,,,2.2000,15.2200,11.8100,17.9200,1008.7000,80.5650,7.9600,155.0000,2.2023
1990-08-21,,,0.0000,14.3100,11.9800,16.8000,1016.9000,85.1350,6.8900,89.0000,1.2349
1990-08-22,,,0.0000,16.2100,10.7700,19.3300,1024.2001,86.6800,3.1800,125.0000,1.8045
1990-08-23,,,0.0000,16.4400,10.9400,20.8200,1026.7001,85.1150,2.2800,206.0000,2.9859
1990-08-24,,,0.0000,16.9000,9.0500,24.0900,1021.0000,75.8700,2.1700,225.0000,3.2996
1990-08-25,,,0.0000,17.7400,10.7600,24.8600,1016.3000,80.1600,2.0000,212.0000,3.1679
1990-08-26,,,0.0000,17.2800,11.7000,22.1600,1020.3000,88.5800,1.8100,172.0000,2.5429
1990-08-27,,,0.0000,18.8500,11.1100,25.8300,1019.5000,79.4450,1.5500,218.0000,3.3256
1990-08-28,,,0.0000,19.7300,11.3400,27.6800,1019.1000,81.1000,1.0600,205.0000,3.1798
1990-08-29,,,0.0000,20.7500,11.2800,29.1900,1015.2000,80.3300,1.3500,202.0000,3.1953
1990-08-30,,,4.1000,16.5500,9.9400,20.4200,1014.2000,90.7900,2.8400,99.0000,1.4447
1990-08-31,,,4.4000,13.2300,8.1600,18.3200,1016.4000,92.2375,1.3300,74.0000,1.0011
1990-09-01,,,8.0000,14.4500,11.8400,17.4700,1017.7000,94.7000,2.5600,78.0000,1.0854
1990-09-02,,,9.6000,15.1400,11.0300,18.0800,1019.4000,93.4500,2.5400,67.0000,0.9465
1990-09-03,,,22.3000,16.0500,13.1700,19.5600,1015.9000,94.5333,1.8500,81.0000,1.1688
1990-09-04,,,2.2000,14.1500,9.2600,18.2000,1011.1000,88.9579,3.1900,110.0000,1.5240
1990-09-05,,,0.0000,12.2800,8.1700,17.6400,1012.0000,83.2650,3.0500,147.0000,1.9461
1990-09-06,,,7.4000,12.5000,9.2100,16.1800,1008.1000,90.5150,3.8800,60.0000,0.8000
1990-09-07,,,0.0000,11.9500,8.6900,16.4600,1007.6000,91.5500,3.0900,96.0000,1.2627
1990-09-08,,,4.2000,13.1700,8.9400,17.0600,1018.5000,90.4950,3.8300,124.0000,1.6737
